2002-10-04T19:05:49 628  -20.98 -178.968   6.3   10440976.9386  1152204.5553 0.22071
2002-10-12T20:09:09 516  -8.316 -71.67   6.9   19442203.5382  1844943.7877 0.18979
2002-10-16T10:12:23 123  51.868 157.264   6.2   22287735.1771  345157.6842 0.030973
2002-10-17T04:23:54 611  -19.813 -178.386   6.2   12115473.3968  480196.5655 0.07927
2002-10-22T11:39:04 555  -20.672 -178.412   6.2   14861708.4086  291286.1534 0.0392
2002-11-12T01:46:49 119  -56.582 -27.717   6.2   26410587.0049  867608.9978 0.065702
2002-11-17T04:53:55 484  47.771 145.994   7.3   54670563.4833  2174822.1024 0.079561
2002-11-17T04:53:47 456  47.99 146.398   5.8   187145309.8575  1839119.2748 0.019654
2003-01-04T05:15:05 390  -20.648 -177.628   6.5   22177997.6101  448323.0442 0.04043
2003-03-10T02:09:38 107  1.704 127.275   6.4   41600741.4259  3829415.7588 0.1841
2003-03-14T12:54:11 272  -17.457 -175.129   6.4   8469344.917  410829.4373 0.097016
2003-05-05T15:50:08 127  0.194 127.358   6.4   19166982.9961  1508625.5289 0.15742
2003-05-19T10:43:21 548  -18.118 -178.639   6   13801790.0369  373365.5076 0.054104
2003-05-26T23:13:31 587  6.771 123.807   6.8   40026996.4036  2441513.4255 0.12199
2003-06-12T08:59:20 184  -6.001 154.798   6.3   13596053.3786  361852.9584 0.053229
2003-06-16T22:08:02 182  55.479 159.941   6.9   36026255.3905  1212247.683 0.067298
2003-06-20T06:19:40 572  -7.625 -71.713   7   4856384.8227  911373.0819 0.37533
2003-07-01T05:52:24 617  4.587 122.644   6   12369698.7946  1556426.3478 0.25165
2003-07-21T13:53:59 197  -5.502 148.807   6.4   12635316.125  2719097.3408 0.4304
2003-07-27T06:25:31 468  47.105 139.215   6.8   15268762.6814  1309586.5023 0.17154
2003-07-27T02:04:11 211  -21.119 -176.557   6.6   41956091.796  1769480.6226 0.084349
2003-08-31T23:07:59 467  43.397 132.316   6.2   3860341.5507  471078.602 0.24406
2003-09-05T01:23:02 132  5.301 95.899   5.9   16264865.6035  849567.742 0.10447
2003-09-17T21:34:47 126  -21.427 -68.27   5.8   15159655.2603  2036613.4473 0.26869
2003-10-15T02:19:41 552  -17.839 -178.694   6   9621237.4796  1313962.2909 0.27314
2003-10-17T10:19:09 150  -5.504 154.179   6.4   11206067.8796  491793.8155 0.087773
2003-11-06T10:38:05 120  -19.279 168.89   6.6   20898663.3383  352896.0774 0.033772
2003-11-11T18:48:25 109  22.374 143.37   6   11661422.8393  380201.4042 0.065207
2003-11-12T08:26:43 382  33.242 137.052   6.4   9894842.2645  1491617.9149 0.30149
2004-01-25T11:43:10 130  -16.845 -174.17   6.7   34871937.0328  654080.5465 0.037513
2004-03-12T22:45:16 207  36.409 70.743   5.8   15135987.6308  2221411.9564 0.29353
2004-03-17T03:21:06 291  -21.126 -65.632   6.1   17307196.758  378578.8278 0.043748
2004-04-05T21:24:00 169  36.558 71.003   6.6   15638680.0219  1405523.0556 0.17975
2004-04-09T15:23:34 231  -13.169 167.165   6.5   8450670.5468  260432.5584 0.061636
2004-04-14T01:33:03 143  -17.889 -174.515   6   22015770.5429  155769.9615 0.014151
2004-06-06T09:38:05 577  -6.051 113.113   5.9   18197476.0475  1046893.9023 0.11506
2004-06-10T15:19:56 187  55.698 159.993   6.9   41239831.5669  1094032.7983 0.053057
2004-06-22T09:04:41 143  -10.935 166.206   5.8   10279088.6671  176491.6214 0.03434
2004-07-08T10:30:47 123  47.164 151.371   6.4   11176623.7904  352840.3857 0.063139
2004-07-15T04:27:13 560  -17.704 -178.767   7   47606300.5938  1488233.5976 0.062523
2004-08-10T01:47:31 207  36.418 70.763   6   5507356.8201  333913.0893 0.12126
2004-08-12T15:59:40 206  -11.955 166.677   5.8   9597355.3097  305763.7166 0.063718
2004-11-05T05:18:33 120  -4.359 143.916   6   12474976.9647  81780.5887 0.013111
2004-11-07T02:02:24 465  47.961 144.479   6.2   17448492.1311  2323875.3206 0.26637
2004-11-12T06:36:15 561  -26.666 -63.335   6.1   18046001.2168  1058973.7934 0.11736
2004-11-17T21:09:09 592  -20.053 -178.716   6.6   5444267.3546  965936.0983 0.35485
2004-12-17T07:13:09 592  -21.951 -179.357   5.8   10523608.3552  975723.5507 0.18544
2005-01-21T17:54:33 178  5.051 125.248   5.9   11026803.9637  233837.7161 0.042413
2005-02-05T12:23:18 540  5.29 123.436   7   15383632.133  770065.8 0.10011
2005-02-05T03:34:25 148  16.003 146.039   6.5   13377417.0069  645976.7461 0.096577
2005-02-08T14:48:21 215  -14.318 167.26   6.7   21375850.4535  356421.9768 0.033348
2005-03-02T10:42:09 198  -6.566 129.88   7.1   32245586.4576  1860496.538 0.1154
2005-03-19T17:34:45 596  -21.928 -179.544   6.2   19953215.0685  1191643.89 0.11944
2005-03-21T12:23:53 577  -24.941 -63.457   6.9   16500505.9161  657249.8702 0.079664
2005-03-30T17:41:55 586  -22.431 -179.787   5.8   26531197.7073  1684074.1196 0.12695
2005-04-11T14:54:05 129  -7.314 -77.962   5.9   42368963.2665  1479938.2136 0.06986
2005-05-20T12:40:41 560  -24.465 178.808   6   9040326.1579  352793.0389 0.078049
2005-06-02T10:56:00 195  -24.133 -67.01   6.1   7618544.5418  202937.8856 0.053275
2005-07-26T14:11:34 109  -15.339 -73.06   5.9   12105191.0252  176430.199 0.02915
2005-08-06T09:56:11 206  -19.717 -175.814   5.9   9457027.6344  497554.0869 0.10522
2005-09-21T02:25:06 102  43.883 146.233   6.1   19280190.8845  840475.046 0.087185
2005-09-26T01:55:37 129  -5.736 -76.475   7.5   76075731.9669  488475.4406 0.012842
2005-10-15T15:51:07 200  25.297 123.435   6.4   11795448.317  296971.9349 0.050354
2005-10-23T10:08:14 383  37.437 134.578   5.9   20033355.4333  1913614.8416 0.19104
2005-10-25T19:40:42 179  -7.129 145.94   5.9   10456236.4056  277914.8879 0.053158
2005-11-09T11:33:11 248  -1.042 -76.984   5.9   13869151.3975  1875771.6342 0.2705
2005-11-17T19:26:54 162  -22.368 -67.942   6.8   46180032.3651  1642468.9564 0.071133
2005-11-21T15:36:29 146  30.983 130.122   6.1   18373081.7198  434118.1586 0.047256
2005-12-08T09:01:26 222  -5.456 146.988   6.1   7202512.7337  224229.641 0.062264
2005-12-12T21:47:44 224  36.406 71.103   6.5   31373136.8208  846333.8352 0.053953
2005-12-23T21:47:26 193  -1.404 -77.59   6.1   23224259.6344  303652.976 0.02615
2006-01-02T22:13:40 584  -19.974 -178.11   7.1   10989375.0031  1716731.5239 0.31243
2006-01-15T11:58:29 262  -7.882 122.579   6.1   21863717.3648  710912.1359 0.065031
2006-02-02T12:48:43 600  -17.831 -178.284   6.7   17204829.2306  580838.2078 0.06752
2006-02-24T14:15:45 623  -18.039 -179.527   6   12293976.2228  1239555.1638 0.20165
2006-02-26T03:08:28 534  -23.668 -179.949   6.4   40694847.9109  1130138.9904 0.055542
2006-03-05T08:07:57 210  -20.206 -175.595   6   28958894.4869  2602888.0714 0.17976
2006-03-07T06:28:55 139  -14.846 167.361   6.2   36378425.7349  343551.6531 0.018888
2006-03-28T13:32:48 409  31.729 137.849   5.9   12830771.3723  634939.5443 0.098971
2006-04-30T08:17:35 134  -15.107 167.397   6.1   28295936.8183  68039.6349 0.0048091
2006-05-22T13:08:02 190  54.332 158.414   6.2   36534742.7333  665530.3111 0.036433
2006-06-02T07:31:36 592  -20.945 -178.625   6   12798248.6303  781643.6915 0.12215
2006-06-09T05:58:28 566  -17.594 -178.726   6.1   7696269.0064  558690.177 0.14518
2006-06-11T20:01:26 143  33.195 131.252   6.3   8250236.3269  181607.672 0.044025
2006-06-27T02:59:16 575  -19.958 -178.23   6   24787878.8682  624306.5036 0.050372
2006-07-15T07:10:49 371  -4.481 126.258   5.8   15116074.1239  6709705.9002 0.88776
2006-08-07T22:18:55 149  -15.841 167.817   6.8   40429372.0348  268206.6701 0.013268
2006-08-15T23:53:47 161  -21.356 -176.205   6.1   18951000.592  792446.4281 0.083631
2006-08-25T00:44:46 185  -24.345 -67.009   6.6   18567371.6073  282952.3768 0.030478
2006-09-09T04:13:12 579  -7.251 120.128   6.3   3428568.7134  950152.755 0.55426
2006-09-16T02:22:50 373  41.352 135.75   5.9   11077208.1863  195964.8569 0.035382
2006-09-17T09:34:14 142  -31.753 -67.146   6.2   10999058.8611  445628.795 0.08103
2006-09-22T02:32:24 583  -26.845 -63.115   6   10814050.2766  3524330.2531 0.65181
2006-09-30T16:26:56 108  -15.607 -73.168   6   15086893.0152  265511.2797 0.035198
2006-10-03T18:03:15 169  -18.93 169.022   6.3   24086126.5307  193408.837 0.01606
2006-10-18T10:45:35 138  -15.095 167.254   6.4   6652469.3064  24004.2323 0.0072166
2006-10-26T14:28:38 219  38.761 15.396   5.8   10491495.949  390403.0792 0.074423
2006-11-14T14:21:00 336  -6.419 128.031   6.1   18232850.5499  432641.8014 0.047457
2006-12-01T03:58:22 206  3.429 99.113   6.3   39989105.6684  955346.8601 0.04778
2006-12-12T15:48:03 215  3.697 124.89   6.3   15676048.5889  501816.4354 0.064023
2006-12-27T20:15:40 374  -5.781 154.458   6   8836722.8407  479901.1082 0.10862
2007-01-08T20:52:21 411  -18.657 -177.774   6.3   32779187.6381  771313.1691 0.047061
2007-01-15T18:17:59 171  34.919 138.671   5.9   7090521.1689  356114.4794 0.10045
2007-01-17T04:28:27 105  -3.282 139.884   6   12958601.0009  99687.5847 0.015386
2007-03-09T03:22:42 441  43.227 133.51   6   24455957.8332  2504809.8839 0.20484
2007-04-03T03:35:06 213  36.517 70.685   6.2   26250983.6127  587767.706 0.044781
2007-04-09T02:24:30 608  -20.202 -178.084   6   3111712.4172  78367.733 0.05037
2007-04-21T07:12:48 408  -3.554 151.351   6.1   14411981.3422  378441.2341 0.052518
2007-04-29T12:41:58 127  52.014 -179.962   6.2   25453236.4655  1230419.589 0.096681
2007-05-06T22:01:09 692  -19.479 -179.301   6   6282516.5118  272620.7884 0.086787
2007-05-06T21:11:53 679  -19.468 -179.329   6.5   19124643.3427  771280.0195 0.080658
2007-05-25T17:47:31 182  -24.249 -66.939   5.9   13445502.6312  580133.8659 0.086294
2007-05-29T01:03:28 134  -4.598 151.859   6.1   4791876.8057  58931.9319 0.024597
2007-05-30T20:22:13 122  52.152 157.217   6.4   32754559.7162  1223843.1128 0.074728
2007-07-01T14:34:11 130  -5.985 130.626   5.9   11919426.2979  341100.7598 0.057234
2007-07-12T05:23:49 152  -7.928 -74.325   6.1   11102016.405  1732372.3976 0.31208
2007-07-16T14:17:37 349  36.865 134.824   6.8   32778079.6648  673359.5783 0.041086
2007-07-21T15:34:52 291  -22.214 -65.749   6.4   6968432.9669  1261231.7096 0.36198
2007-08-08T17:05:06 296  -5.891 107.451   7.4   88560244.7065  2176555.6705 0.049154
2007-08-08T17:04:58 294  -6.089 107.584   7.5   20481494.7667  610533.0545 0.059618
2007-08-26T12:37:31 128  -17.475 -174.326   6.1   29667507.9356  385059.9608 0.025958
2007-09-14T11:51:30 546  -23.627 179.639   5.9   9230918.4439  1068466.9837 0.2315
2007-09-28T13:38:57 254  22.01 142.705   7.5   57598252.5314  607800.7508 0.021105
2007-10-05T07:17:54 521  -25.199 179.446   6.5   22716451.4318  880293.4295 0.077503
2007-10-16T21:05:43 501  -25.745 179.502   6.6   30083240.7186  969040.3848 0.064424
2007-10-31T03:30:18 222  18.958 145.38   7.2   85220611.3701  17918232.7699 0.42051
2007-12-15T08:03:16 181  -7.619 127.515   6   7228105.9831  371914.0926 0.10291
2008-01-15T17:52:16 597  -21.987 -179.58   6.5   9786054.7343  751277.8508 0.15354
2008-02-01T12:10:08 626  -21.589 -179.378   6   23755108.9611  538001.4192 0.045296
2008-02-16T14:45:12 132  -21.319 -68.363   6.1   6706166.0638  1682703.5376 0.50184
2008-03-06T01:21:58 121  2.569 128.316   5.9   9830091.3421  254249.1846 0.051729
2008-03-22T21:24:12 138  52.188 -178.688   6.2   12594306.8749  211383.4817 0.033568
2008-03-24T20:39:07 121  -20.078 -68.973   6.2   8261459.7449  344254.0975 0.08334
2008-04-14T09:45:16 112  -56.077 -28.097   6   13188374.6717  1002345.9788 0.152
2008-04-18T20:39:07 556  -17.392 -179.009   6.3   18143530.555  1201690.2548 0.13246
2008-06-06T13:42:49 122  -7.559 127.897   5.9   10846562.7507  534457.1204 0.098549
2008-06-15T01:13:10 589  -17.736 -179.714   5.9   8707677.2898  372088.5025 0.085462
2008-07-03T03:02:35 562  -23.514 -179.743   6.2   13440322.2312  1220634.6348 0.18164
2008-07-05T02:12:06 646  53.946 152.863   7.7   17133593.4703  5564073.7534 0.64949
2008-07-08T09:13:07 123  -15.986 -71.748   6.2   7462021.0191  194854.7886 0.052226
2008-07-19T22:39:52 389  -17.399 -177.283   6.3   21739312.8366  802052.306 0.073788
2008-07-20T21:30:30 485  27.773 139.706   5.8   4900644.3446  259251.3958 0.1058
2008-07-23T15:26:20 113  39.796 141.5   6.8   30451877.2091  1480357.6323 0.097226
2008-08-26T21:00:36 154  -7.663 -74.369   6.4   14624186.4073  225924.5141 0.030897
2008-09-01T04:00:39 170  -25.463 -177.675   6   15300782.2128  458259.9161 0.0599
2008-09-03T11:25:14 571  -26.83 -63.193   6.3   15411037.0433  2892325.0394 0.37536
2008-09-08T18:52:09 125  -13.519 166.985   6.9   11345740.5432  1363819.9989 0.24041
2008-10-12T20:55:41 358  -20.181 -64.982   6.1   32125214.9356  1789315.7166 0.1114
2008-10-22T12:55:57 235  -18.466 -175.401   6.3   15440808.5732  529043.2319 0.068525
2008-11-21T07:05:35 123  -8.936 159.54   5.9   18187987.7659  454996.9665 0.050033
2008-11-29T05:59:15 377  -18.838 -177.643   5.9   17107273.3264  1657248.9664 0.19375
2008-12-06T10:55:27 406  -7.474 124.698   6.4   9550357.6295  970065.9076 0.20315
2008-12-09T17:28:59 227  -15.979 168.178   5.9   18378465.0038  805378.1458 0.087644
2008-12-17T10:55:59 532  -17.861 -178.367   5.8   11900832.3491  437591.3808 0.07354
2008-12-25T03:20:29 209  5.776 125.523   6.3   26088541.0961  1068705.8269 0.081929
2009-01-22T20:16:34 150  -7.319 128.559   6.1   13836276.0306  270609.1269 0.039116
2009-03-05T19:33:15 538  -17.52 -178.912   5.9   18964706.1454  463570.7458 0.048888
2009-03-26T19:19:58 152  27.403 126.823   5.9   11866095.4141  262857.0247 0.044304
2009-04-21T05:26:11 157  50.727 155.188   6.2   28563664.8006  692849.7736 0.048513
2009-05-03T16:21:46 114  14.62 -91.203   6.3   10657468.4095  231545.4277 0.043452
2009-08-09T10:55:56 302  33.147 138.059   7.1   48391061.7315  2522354.972 0.10425
2009-08-18T21:20:48 277  -25.972 -178.263   6.3   37136067.2469  1233507.1497 0.066432
2009-09-02T18:00:10 262  -29.223 -178.81   6.1   9448735.0276  819486.8356 0.17346
2009-09-03T19:51:07 104  24.355 94.702   5.9   13246802.4899  448082.4219 0.067651
2009-09-03T13:26:18 167  31.18 130.183   6.2   15688160.3009  438960.2774 0.055961
2009-10-04T10:58:00 635  6.675 123.505   6.6   24158247.7877  1740312.1862 0.14408
2009-10-07T21:41:14 587  4.087 122.538   6.8   9077499.8932  803399.8062 0.17701
2009-10-10T21:24:40 134  47.833 152.562   5.9   11669293.9028  713881.0703 0.12235
2009-10-15T12:11:16 110  -3.109 139.52   6   9494321.3757  606468.3341 0.12775
2009-10-22T19:51:27 189  36.519 71.012   6.1   40417942.7291  904296.271 0.044747
2009-10-24T14:40:44 140  -6.117 130.429   6.9   30918200.9309  1060940.0711 0.068629
2009-10-29T17:44:32 214  36.382 70.768   6.2   24993754.13  589037.2545 0.047135
2009-11-09T10:44:54 591  -17.267 178.453   7.3   10282020.5099  1269512.5734 0.24694
2009-11-14T19:44:29 214  -22.959 -66.586   6.2   28917197.0929  485059.7177 0.033548
2009-11-22T22:47:27 435  -31.55 179.559   6.2   4904435.5346  484793.1535 0.1977
2009-11-22T07:48:21 527  -17.823 -178.37   6.3   20232420.6735  1174805.7291 0.11613
2009-12-10T02:30:52 653  53.399 152.798   6.3   13585690.6842  2737294.7328 0.40297
2010-01-28T08:04:11 190  -23.505 -66.847   5.9   19645569.5119  2340971.8188 0.23832
2010-02-07T22:28:20 546  -23.315 -179.815   5.9   6134847.4255  465576.1801 0.15178
2010-02-18T01:13:18 574  42.603 130.699   6.9   9135672.6939  557351.6595 0.12202
2010-03-04T14:02:28 190  -13.625 167.233   6.5   26288104.2635  448835.3905 0.034147
2010-03-08T09:47:10 447  19.351 144.76   6.1   11409129.4354  1870567.7206 0.32791
2010-03-20T14:00:50 419  -3.375 152.279   6.6   22084994.2515  1447704.1331 0.1311
2010-04-09T22:23:03 118  -28.586 -68.2   5.8   13400278.1088  691675.9849 0.10323
2010-04-11T22:08:11 620  37.008 -3.476   6.3   16175006.3504  1075159.0564 0.13294
2010-05-16T00:33:09 146  0.494 124.601   5.8   4296616.7156  915948.0734 0.42636
2010-05-19T04:15:42 129  -5.125 -77.497   6   15193298.6182  373065.4935 0.049109
2010-05-23T22:46:51 103  -14 -74.432   6.1   11873817.6533  607000.8964 0.10224
2010-05-24T16:18:28 582  -8.115 -71.641   6.5   4903540.8074  877875.4399 0.35806
2010-05-31T19:51:47 132  11.211 93.652   6.5   40765506.1911  1876687.9347 0.092072
2010-06-30T04:31:01 573  -23.285 179.18   6.4   8571691.0816  495387.3386 0.11559
2010-07-08T12:48:21 506  -24.011 -179.746   5.8   10854951.9058  266096.4111 0.049028
2010-07-12T00:11:20 109  -22.279 -68.316   6.2   59908524.4582  502171.5228 0.016765
2010-07-21T09:16:05 112  3.003 128.179   6.1   11620218.4991  1309167.2304 0.22533
2010-07-23T22:51:13 585  6.423 123.58   7.7   29426360.245  2860134.4832 0.19439
2010-07-23T22:08:11 610  6.711 123.488   7.3   3861858.0872  941996.6761 0.48785
2010-07-24T05:35:01 565  6.171 123.563   6.6   10052571.9913  1050781.1496 0.20906
2010-07-29T07:31:56 616  6.558 123.36   6.6   5017589.2277  839581.4857 0.33466
2010-08-04T07:15:33 220  -5.518 146.859   6.5   16654333.0255  260239.1513 0.031252
2010-08-12T11:54:15 207  -1.278 -77.369   7.1   31814826.8495  3112501.561 0.19566
2010-08-15T15:09:29 181  -5.782 148.375   6.3   10650187.7442  373637.014 0.070165
2010-08-16T19:35:48 601  -20.842 -178.756   6.2   15839172.132  1072787.4688 0.13546
2010-09-13T07:15:49 176  -14.653 -70.843   5.8   10677520.6726  462530.0195 0.086636
2010-09-17T19:21:15 215  36.535 70.969   6.2   3422638.5021  773884.8459 0.45222
2010-09-26T18:27:58 229  52.446 179.779   5.8   3129154.1249  352965.2413 0.2256
2010-11-30T03:24:41 485  28.394 139.239   6.8   3367492.0789  297491.4415 0.17668
2010-12-13T01:14:42 145  -6.527 155.696   6.2   18930775.5048  453453.2156 0.047906
2010-12-15T11:29:30 140  -7.266 128.794   6   11669982.9786  273161.6508 0.046814
2011-01-01T09:56:58 584  -26.851 -63.237   7   11366139.293  3796758.3428 0.66808
2011-01-05T06:46:15 123  -22.295 171.684   6.1   26593209.31  502190.1234 0.037768
2011-01-12T21:32:54 525  26.967 140.016   6.5   12726003.8376  1724636.5033 0.27104
2011-01-24T02:45:30 102  38.402 72.847   6.1   6564031.562  494786.8455 0.15076
2011-02-07T19:53:42 415  -7.093 155.318   6.5   15637567.07  851273.3343 0.10888
2011-02-10T14:41:59 531  4.046 123.034   6.5   24268689.1579  2387448.6805 0.19675
2011-02-10T14:39:28 533  4.13 123.062   6.5   8677010.0578  992857.1957 0.22885
2011-02-21T10:57:51 552  -26.044 178.476   6.5   23721951.9746  4648616.0736 0.39193
2011-03-10T17:08:37 519  -6.857 116.73   6.6   25432780.8656  3138805.6021 0.24683
2011-03-21T09:49:01 194  36.52 70.956   5.8   6839516.4938  346702.9527 0.10138
2011-04-03T14:07:08 547  -17.607 -178.534   6.4   9465570.0965  1036836.7646 0.21908
2011-04-07T13:11:23 165  17.265 -94.144   6.7   28588739.0675  133733.4888 0.0093557
2011-04-16T01:11:10 140  25.361 124.031   5.8   13354909.5546  457461.2745 0.068508
2011-05-14T21:07:21 208  36.426 70.723   6   15011716.7972  388773.0439 0.051796
2011-06-08T03:06:21 141  -17.211 -69.688   5.9   33129455.9066  2467116.2231 0.14894
2011-07-16T17:06:39 257  -7.181 127.574   5.9   6160437.6826  1665349.6004 0.54066
2011-07-22T06:56:39 603  -20.298 -178.444   5.9   12811965.4622  658962.2371 0.10287
2011-07-29T07:42:22 523  -23.728 179.825   6.7   30070180.7347  2620724.0574 0.17431
2011-08-24T17:46:11 149  -7.62 -74.538   7   45884172.4487  1456786.8345 0.063498
2011-08-25T10:39:53 118  -13.663 167.03   5.9   14946157.6662  348839.3143 0.046679
2011-08-30T06:57:41 467  -6.359 126.75   6.9   24258466.3527  601637.1004 0.049602
2011-09-05T17:55:12 107  3.025 97.999   6.7   48458392.5775  2977545.4674 0.12289
2011-09-15T19:31:03 629  -21.593 -179.324   7.3   12181260.2449  1602218.4466 0.26306
2011-10-21T08:02:37 189  43.873 142.531   6.2   25155911.0483  1915227.8716 0.15227
2011-10-27T00:15:24 606  -17.942 -179.43   6   3669830.4683  335371.7362 0.18277
2011-10-31T07:16:21 160  52.361 177.882   5.9   8293691.8113  408775.1108 0.098575
2011-11-07T22:35:25 177  11.692 -85.784   6   16110581.7886  1583067.3342 0.19653
